system:index,built_up_density,grid_id,latitude,longitude,.geo
000000000000000000ad,0.020106610339914916,HYD_0174,17.551059687133836,78.58736195970273,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ae,0.07638581401527193,HYD_0175,17.551174867810353,78.59677659695143,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000af,0.09056145894340314,HYD_0176,17.55128782319929,78.60619122458712,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b0,0.052476031293578806,HYD_0177,17.55140189516244,78.61560627718418,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b1,0.10616859764412935,HYD_0178,17.551515941062622,78.62501977451866,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b2,0.1135363245954172,HYD_0179,17.55162821540411,78.63443444931252,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b3,0.3919518172415101,HYD_0180,17.537479115158007,78.239223212965,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b4,0.43886066155471837,HYD_0181,17.537611400982993,78.24863414819143,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b5,0.4136944976786502,HYD_0182,17.537742211492905,78.25804509206911,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b6,0.3709072793237181,HYD_0183,17.53787222760345,78.26745599159287,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b7,0.22048904004133535,HYD_0184,17.538001192026638,78.2768680609508,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,0.4364477572140757,HYD_0185,17.538130504669976,78.2862789650833,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,0.2033360805799445,HYD_0186,17.53825981419916,78.29568989558886,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,0.19511235208282068,HYD_0187,17.538387997710743,78.30510268065385,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,0.10362757416803911,HYD_0188,17.538515113546882,78.3145143880432,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,0.08036454141592222,HYD_0189,17.538643325273124,78.32392494013307,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,0.1423753792352592,HYD_0190,17.53877074173941,78.33333696730057,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,0.4612216166072673,HYD_0191,17.53889522504115,78.34274903706097,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,0.8529490832239898,HYD_0192,17.539021962628652,78.35216110488933,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,0.5515918908996401,HYD_0193,17.539149756944205,78.36157200967443,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,0.3043963812244473,HYD_0194,17.53927424920601,78.3709840714251,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,0.21817950341565065,HYD_0195,17.53939911237893,78.38039722372181,"{""type"":""MultiPoint"",""coordinates"":[]}"
