date,station_id,station_name,ground_no2_mean,valid_readings,total_readings,coverage_percent
2025-05-22,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.197021276595745,94,96,97.91666666666666
2025-05-23,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.420631578947368,95,96,98.95833333333334
2025-05-24,site_5596,"ECIL Kapra, Hyderabad - TSPCB",13.213999999999999,95,96,98.95833333333334
2025-05-25,site_5596,"ECIL Kapra, Hyderabad - TSPCB",11.803541666666668,96,96,100.0
2025-05-26,site_5596,"ECIL Kapra, Hyderabad - TSPCB",11.8371875,96,96,100.0
2025-05-27,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.968645833333333,96,96,100.0
2025-05-28,site_5596,"ECIL Kapra, Hyderabad - TSPCB",9.94304347826087,92,96,95.83333333333334
2025-05-29,site_5596,"ECIL Kapra, Hyderabad - TSPCB",19.8128125,96,96,100.0
2025-05-30,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.198842105263157,95,96,98.95833333333334
2025-05-31,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.7821875,96,96,100.0
2025-06-01,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.884479166666667,96,96,100.0
2025-06-02,site_5596,"ECIL Kapra, Hyderabad - TSPCB",18.544270833333332,96,96,100.0
2025-06-03,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.465157894736844,95,96,98.95833333333334
2025-06-04,site_5596,"ECIL Kapra, Hyderabad - TSPCB",6.599032258064517,93,96,96.875
2025-06-05,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.948526315789472,95,96,98.95833333333334
2025-06-06,site_5596,"ECIL Kapra, Hyderabad - TSPCB",21.255208333333332,96,96,100.0
2025-06-07,site_5596,"ECIL Kapra, Hyderabad - TSPCB",22.860105263157894,95,96,98.95833333333334
2025-06-08,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.629157894736842,95,96,98.95833333333334
2025-06-09,site_5596,"ECIL Kapra, Hyderabad - TSPCB",18.485851063829788,94,96,97.91666666666666
2025-06-10,site_5596,"ECIL Kapra, Hyderabad - TSPCB",,17,96,17.708333333333336
2025-06-11,site_5596,"ECIL Kapra, Hyderabad - TSPCB",,30,96,31.25
2025-06-12,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.365957446808512,94,96,97.91666666666666
2025-06-13,site_5596,"ECIL Kapra, Hyderabad - TSPCB",8.915052631578947,95,96,98.95833333333334
2025-06-14,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.787263157894737,95,96,98.95833333333334
2025-06-15,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.6853125,96,96,100.0
2025-06-16,site_5596,"ECIL Kapra, Hyderabad - TSPCB",12.884814814814815,81,96,84.375
2025-06-17,site_5596,"ECIL Kapra, Hyderabad - TSPCB",,70,96,72.91666666666666
2025-06-18,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.534895833333332,96,96,100.0
2025-06-19,site_5596,"ECIL Kapra, Hyderabad - TSPCB",9.444666666666667,90,96,93.75
2025-06-20,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.5703125,96,96,100.0
2025-06-21,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.183473684210526,95,96,98.95833333333334
2025-06-22,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.198947368421054,95,96,98.95833333333334
2025-06-23,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.474791666666665,96,96,100.0
2025-06-24,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.759894736842107,95,96,98.95833333333334
2025-06-25,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.166236559139785,93,96,96.875
2025-06-26,site_5596,"ECIL Kapra, Hyderabad - TSPCB",10.287088607594937,79,96,82.29166666666666
2025-06-27,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.961979166666666,96,96,100.0
2025-06-28,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.660235294117648,85,96,88.54166666666666
2025-06-29,site_5596,"ECIL Kapra, Hyderabad - TSPCB",13.958229166666667,96,96,100.0
2025-06-30,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.743085106382978,94,96,97.91666666666666
2025-07-01,site_5596,"ECIL Kapra, Hyderabad - TSPCB",8.474347826086957,92,96,95.83333333333334
2025-07-02,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.10875,96,96,100.0
2025-07-03,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.700736842105263,95,96,98.95833333333334
2025-07-04,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.000645161290322,93,96,96.875
2025-07-05,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.176842105263157,95,96,98.95833333333334
2025-07-06,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.023125,96,96,100.0
2025-07-07,site_5596,"ECIL Kapra, Hyderabad - TSPCB",6.998152173913044,92,96,95.83333333333334
2025-07-08,site_5596,"ECIL Kapra, Hyderabad - TSPCB",13.4984375,96,96,100.0
2025-07-09,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.480729166666668,96,96,100.0
2025-07-10,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.238936170212765,94,96,97.91666666666666
2025-07-11,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.717187499999998,96,96,100.0
2025-07-12,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.620631578947368,95,96,98.95833333333334
2025-07-13,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.471157894736843,95,96,98.95833333333334
2025-07-14,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.260421052631578,95,96,98.95833333333334
2025-07-15,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.96442105263158,95,96,98.95833333333334
2025-07-16,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.161875,96,96,100.0
2025-07-17,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.508020833333333,96,96,100.0
2025-07-18,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.430625,96,96,100.0
2025-07-19,site_5596,"ECIL Kapra, Hyderabad - TSPCB",18.44536842105263,95,96,98.95833333333334
2025-07-20,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.000416666666666,96,96,100.0
2025-07-21,site_5596,"ECIL Kapra, Hyderabad - TSPCB",18.129894736842104,95,96,98.95833333333334
2025-07-22,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.99884210526316,95,96,98.95833333333334
2025-07-23,site_5596,"ECIL Kapra, Hyderabad - TSPCB",13.67421052631579,95,96,98.95833333333334
2025-07-24,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.09,94,96,97.91666666666666
2025-07-25,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.084374999999998,96,96,100.0
2025-07-26,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.037916666666668,96,96,100.0
2025-07-27,site_5596,"ECIL Kapra, Hyderabad - TSPCB",12.756770833333334,96,96,100.0
2025-07-28,site_5596,"ECIL Kapra, Hyderabad - TSPCB",13.015684210526317,95,96,98.95833333333334
2025-07-29,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.0009375,96,96,100.0
2025-07-30,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.53056179775281,89,96,92.70833333333334
2025-07-31,site_5596,"ECIL Kapra, Hyderabad - TSPCB",12.1846875,96,96,100.0
2025-08-01,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.146562499999998,96,96,100.0
2025-08-02,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.664736842105263,95,96,98.95833333333334
2025-08-03,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.657083333333333,96,96,100.0
2025-08-04,site_5596,"ECIL Kapra, Hyderabad - TSPCB",13.379684210526316,95,96,98.95833333333334
2025-08-05,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.031666666666666,96,96,100.0
2025-08-06,site_5596,"ECIL Kapra, Hyderabad - TSPCB",11.549270833333333,96,96,100.0
2025-08-07,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.218125,96,96,100.0
2025-08-08,site_5596,"ECIL Kapra, Hyderabad - TSPCB",17.671041666666667,96,96,100.0
2025-08-09,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.301684210526318,95,96,98.95833333333334
2025-08-10,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.509791666666667,96,96,100.0
2025-08-11,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.630208333333334,96,96,100.0
2025-08-12,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.015368421052631,95,96,98.95833333333334
2025-08-13,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.7196875,96,96,100.0
2025-08-14,site_5596,"ECIL Kapra, Hyderabad - TSPCB",,39,96,40.625
2025-08-15,site_5596,"ECIL Kapra, Hyderabad - TSPCB",,51,96,53.125
2025-08-16,site_5596,"ECIL Kapra, Hyderabad - TSPCB",9.777340425531916,94,96,97.91666666666666
2025-08-17,site_5596,"ECIL Kapra, Hyderabad - TSPCB",13.741041666666668,96,96,100.0
2025-08-18,site_5596,"ECIL Kapra, Hyderabad - TSPCB",12.443541666666667,96,96,100.0
2025-08-19,site_5596,"ECIL Kapra, Hyderabad - TSPCB",12.86888888888889,90,96,93.75
2025-08-20,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.073437499999999,96,96,100.0
2025-08-21,site_5596,"ECIL Kapra, Hyderabad - TSPCB",9.738478260869567,92,96,95.83333333333334
2025-08-22,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.552736842105263,95,96,98.95833333333334
2025-08-23,site_5596,"ECIL Kapra, Hyderabad - TSPCB",11.541702127659574,94,96,97.91666666666666
2025-08-24,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.683894736842106,95,96,98.95833333333334
2025-08-25,site_5596,"ECIL Kapra, Hyderabad - TSPCB",16.368958333333335,96,96,100.0
2025-08-26,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.223684210526315,95,96,98.95833333333334
2025-08-27,site_5596,"ECIL Kapra, Hyderabad - TSPCB",11.450833333333334,96,96,100.0
2025-08-28,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.793541666666668,96,96,100.0
2025-08-29,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.713020833333333,96,96,100.0
2025-08-30,site_5596,"ECIL Kapra, Hyderabad - TSPCB",15.788229166666667,96,96,100.0
2025-08-31,site_5596,"ECIL Kapra, Hyderabad - TSPCB",14.2965625,96,96,100.0
2025-01-01,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",16.293333333333333,90,96,93.75
2025-01-02,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",16.468131868131866,91,96,94.79166666666666
2025-01-03,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",17.952272727272728,88,96,91.66666666666666
2025-01-04,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",18.875342465753427,73,96,76.04166666666666
2025-01-05,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.891011235955055,89,96,92.70833333333334
2025-01-06,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.571739130434782,92,96,95.83333333333334
2025-01-07,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.251111111111111,90,96,93.75
2025-01-08,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",13.45909090909091,88,96,91.66666666666666
2025-01-09,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",,70,96,72.91666666666666
2025-01-10,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.734482758620691,87,96,90.625
2025-01-11,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.105681818181818,88,96,91.66666666666666
2025-01-12,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.747191011235955,89,96,92.70833333333334
2025-01-13,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",13.40111111111111,90,96,93.75
2025-01-14,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",14.089285714285714,84,96,87.5
2025-01-15,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.565555555555555,90,96,93.75
2025-01-16,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.13695652173913,92,96,95.83333333333334
2025-01-17,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.153846153846153,91,96,94.79166666666666
2025-01-18,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",14.852222222222222,90,96,93.75
2025-01-19,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",16.976404494382024,89,96,92.70833333333334
2025-01-20,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",15.276404494382021,89,96,92.70833333333334
2025-01-21,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",17.165168539325844,89,96,92.70833333333334
2025-01-22,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",13.572619047619046,84,96,87.5
2025-01-23,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",13.420454545454545,88,96,91.66666666666666
2025-01-24,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.494444444444444,90,96,93.75
2025-01-25,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.756818181818183,88,96,91.66666666666666
2025-01-26,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.454444444444446,90,96,93.75
2025-01-27,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.268292682926829,82,96,85.41666666666666
2025-01-28,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.087356321839081,87,96,90.625
2025-01-29,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.572619047619048,84,96,87.5
2025-01-30,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.639999999999999,90,96,93.75
2025-01-31,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.106818181818182,88,96,91.66666666666666
2025-02-01,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.543820224719102,89,96,92.70833333333334
2025-02-02,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.92808988764045,89,96,92.70833333333334
2025-02-03,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.019318181818182,88,96,91.66666666666666
2025-02-04,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.1438202247191,89,96,92.70833333333334
2025-02-05,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.590697674418605,86,96,89.58333333333334
2025-02-06,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.082954545454545,88,96,91.66666666666666
2025-02-07,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.835555555555556,90,96,93.75
2025-02-08,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",,57,96,59.375
2025-02-09,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",13.506741573033707,89,96,92.70833333333334
2025-02-10,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.334444444444445,90,96,93.75
2025-02-11,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.374157303370787,89,96,92.70833333333334
2025-02-12,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",13.81046511627907,86,96,89.58333333333334
2025-02-13,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",15.978888888888887,90,96,93.75
2025-02-14,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",16.459340659340658,91,96,94.79166666666666
2025-02-15,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",15.074444444444445,90,96,93.75
2025-02-16,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",14.810344827586206,87,96,90.625
2025-02-17,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.814444444444444,90,96,93.75
2025-02-18,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.540909090909091,88,96,91.66666666666666
2025-02-19,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.916483516483517,91,96,94.79166666666666
2025-02-20,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.114285714285716,91,96,94.79166666666666
2025-02-21,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.562068965517241,87,96,90.625
2025-02-22,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",16.587777777777777,90,96,93.75
2025-02-23,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",15.137078651685394,89,96,92.70833333333334
2025-02-24,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.803703703703704,81,96,84.375
2025-02-25,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.370114942528737,87,96,90.625
2025-02-26,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",15.02638888888889,72,96,75.0
2025-02-27,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.517777777777779,90,96,93.75
2025-02-28,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.435955056179775,89,96,92.70833333333334
2025-03-01,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.663529411764706,85,96,88.54166666666666
2025-03-02,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.621111111111112,90,96,93.75
2025-03-03,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.157471264367816,87,96,90.625
2025-03-04,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",18.104395604395606,91,96,94.79166666666666
2025-03-05,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",16.34269662921348,89,96,92.70833333333334
2025-03-06,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",15.530000000000001,80,96,83.33333333333334
2025-03-07,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",17.20769230769231,91,96,94.79166666666666
2025-03-08,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",18.866666666666667,87,96,90.625
2025-03-09,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",13.360975609756096,82,96,85.41666666666666
2025-03-10,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.1,76,96,79.16666666666666
2025-03-11,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.784269662921348,89,96,92.70833333333334
2025-03-12,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",14.020224719101122,89,96,92.70833333333334
2025-03-13,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.665853658536584,82,96,85.41666666666666
2025-03-14,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.104545454545455,88,96,91.66666666666666
2025-03-15,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.058823529411764,85,96,88.54166666666666
2025-03-16,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.880898876404494,89,96,92.70833333333334
2025-03-17,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.767441860465116,86,96,89.58333333333334
2025-03-18,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",13.192222222222222,90,96,93.75
2025-03-19,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.772941176470587,85,96,88.54166666666666
2025-03-20,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.920689655172414,87,96,90.625
2025-03-21,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.441772151898734,79,96,82.29166666666666
2025-03-22,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",,53,96,55.208333333333336
2025-03-23,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.542682926829269,82,96,85.41666666666666
2025-03-24,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.751648351648353,91,96,94.79166666666666
2025-03-25,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.685393258426966,89,96,92.70833333333334
2025-03-26,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.442857142857143,77,96,80.20833333333334
2025-03-27,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",12.425555555555555,90,96,93.75
2025-03-28,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",14.4,86,96,89.58333333333334
2025-03-29,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",14.343181818181819,88,96,91.66666666666666
2025-03-30,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.95,84,96,87.5
2025-03-31,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.8,82,96,85.41666666666666
2025-04-01,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.368888888888888,90,96,93.75
2025-04-02,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.275555555555554,90,96,93.75
2025-04-03,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.115294117647059,85,96,88.54166666666666
2025-04-04,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.401136363636363,88,96,91.66666666666666
2025-04-05,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.80561797752809,89,96,92.70833333333334
2025-04-06,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.836363636363636,88,96,91.66666666666666
2025-04-07,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.50375,80,96,83.33333333333334
2025-04-08,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.62763157894737,76,96,79.16666666666666
2025-04-09,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.419512195121952,82,96,85.41666666666666
2025-04-10,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.51931818181818,88,96,91.66666666666666
2025-04-11,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.65,90,96,93.75
2025-04-12,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",,49,96,51.041666666666664
2025-04-13,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",13.798913043478262,92,96,95.83333333333334
2025-04-14,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",7.8549450549450555,91,96,94.79166666666666
2025-04-15,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.631578947368421,76,96,79.16666666666666
2025-04-16,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",,70,96,72.91666666666666
2025-04-17,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.086516853932585,89,96,92.70833333333334
2025-04-18,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",11.43409090909091,88,96,91.66666666666666
2025-04-19,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.035632183908046,87,96,90.625
2025-04-20,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.778571428571428,84,96,87.5
2025-04-21,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.66,90,96,93.75
2025-04-22,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",,64,96,66.66666666666666
2025-04-23,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.291463414634146,82,96,85.41666666666666
2025-04-24,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.760227272727272,88,96,91.66666666666666
2025-04-25,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.125555555555556,90,96,93.75
2025-04-26,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.585714285714285,91,96,94.79166666666666
2025-04-27,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.532222222222222,90,96,93.75
2025-04-28,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",5.19080459770115,87,96,90.625
2025-04-29,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.212222222222222,90,96,93.75
2025-04-30,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.659770114942528,87,96,90.625
2025-05-01,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.264935064935065,77,96,80.20833333333334
2025-05-02,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",7.540909090909091,88,96,91.66666666666666
2025-05-03,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",7.2,87,96,90.625
2025-05-04,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.822727272727272,88,96,91.66666666666666
2025-05-05,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",7.713953488372093,86,96,89.58333333333334
2025-05-06,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",6.387640449438202,89,96,92.70833333333334
2025-05-07,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.420454545454545,88,96,91.66666666666666
2025-05-08,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.284415584415584,77,96,80.20833333333334
2025-05-09,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",7.843023255813954,86,96,89.58333333333334
2025-05-10,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.678409090909092,88,96,91.66666666666666
2025-05-11,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.71923076923077,78,96,81.25
2025-05-12,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.62967032967033,91,96,94.79166666666666
2025-05-13,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.036263736263736,91,96,94.79166666666666
2025-05-14,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.011111111111111,72,96,75.0
2025-05-15,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.34235294117647,85,96,88.54166666666666
2025-05-16,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",10.093333333333334,90,96,93.75
2025-05-17,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.739743589743588,78,96,81.25
2025-05-18,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.757777777777777,90,96,93.75
2025-05-19,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.711235955056178,89,96,92.70833333333334
2025-05-20,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",9.659090909090908,88,96,91.66666666666666
2025-05-21,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",,71,96,73.95833333333334
2025-05-22,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",,70,96,72.91666666666666
2025-05-23,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",4.0329113924050635,79,96,82.29166666666666
2025-05-24,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",6.77816091954023,87,96,90.625
2025-05-25,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",7.638461538461538,78,96,81.25
2025-05-26,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.057303370786517,89,96,92.70833333333334
2025-05-27,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",7.896551724137931,87,96,90.625
2025-05-28,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.737777777777778,90,96,93.75
2025-05-29,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",6.856179775280899,89,96,92.70833333333334
2025-05-30,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",7.668292682926829,82,96,85.41666666666666
2025-05-31,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",4.672727272727273,88,96,91.66666666666666
2025-06-01,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",5.529545454545455,88,96,91.66666666666666
2025-06-02,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",5.631460674157303,89,96,92.70833333333334
2025-06-03,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",5.510989010989011,91,96,94.79166666666666
2025-06-04,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",5.405494505494505,91,96,94.79166666666666
2025-06-05,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",7.630864197530864,81,96,84.375
2025-06-06,site_251,"ICRISAT Patancheru, Hyderabad - TSPCB",8.178888888888888,90,96,93.75
