date,station_id,station_name,ground_no2_mean,valid_readings,total_readings,coverage_percent
2025-01-20,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.417052631578947,95,96,98.95833333333334
2025-01-21,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.257333333333333,75,96,78.125
2025-01-22,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.895531914893617,94,96,97.91666666666666
2025-01-23,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.825168539325844,89,96,92.70833333333334
2025-01-24,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,44,96,45.83333333333333
2025-01-25,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,29,96,30.208333333333332
2025-01-26,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.626631578947368,95,96,98.95833333333334
2025-01-27,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.155368421052632,95,96,98.95833333333334
2025-01-28,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.032708333333334,96,96,100.0
2025-01-29,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.418645833333334,96,96,100.0
2025-01-30,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.821098901098901,91,96,94.79166666666666
2025-01-31,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.257096774193549,93,96,96.875
2025-02-01,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.71588888888889,90,96,93.75
2025-02-02,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,47,96,48.95833333333333
2025-02-03,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,19,96,19.791666666666664
2025-02-04,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.218541666666667,96,96,100.0
2025-02-05,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.068829787234042,94,96,97.91666666666666
2025-02-06,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.80875,96,96,100.0
2025-02-07,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.011397849462366,93,96,96.875
2025-02-08,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.128641975308641,81,96,84.375
2025-02-09,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.665578947368422,95,96,98.95833333333334
2025-02-10,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.798421052631579,95,96,98.95833333333334
2025-02-11,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.783617021276596,94,96,97.91666666666666
2025-02-12,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.203541666666666,96,96,100.0
2025-02-13,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.730638297872341,94,96,97.91666666666666
2025-02-14,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.50156626506024,83,96,86.45833333333334
2025-02-15,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.932666666666668,90,96,93.75
2025-02-16,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.446404494382023,89,96,92.70833333333334
2025-02-17,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.941578947368422,95,96,98.95833333333334
2025-02-18,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.875894736842106,95,96,98.95833333333334
2025-02-19,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.835714285714285,84,96,87.5
2025-02-20,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.23567901234568,81,96,84.375
2025-02-21,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.4634375,96,96,100.0
2025-02-22,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,70,96,72.91666666666666
2025-02-23,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.74,95,96,98.95833333333334
2025-02-24,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.982395833333333,96,96,100.0
2025-02-25,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.566666666666666,96,96,100.0
2025-02-26,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.893617021276595,94,96,97.91666666666666
2025-02-27,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.652073170731708,82,96,85.41666666666666
2025-02-28,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.04934065934066,91,96,94.79166666666666
2025-03-01,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.922444444444444,90,96,93.75
2025-03-02,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.454270833333334,96,96,100.0
2025-03-03,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.50978947368421,95,96,98.95833333333334
2025-03-04,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.80225806451613,93,96,96.875
2025-03-05,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.030602409638554,83,96,86.45833333333334
2025-03-06,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.299574468085106,94,96,97.91666666666666
2025-03-07,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.480760869565218,92,96,95.83333333333334
2025-03-08,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.12554054054054,74,96,77.08333333333334
2025-03-09,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",6.2253125,96,96,100.0
2025-03-10,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",5.739684210526316,95,96,98.95833333333334
2025-03-11,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.2927368421052625,95,96,98.95833333333334
2025-03-12,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.847849462365591,93,96,96.875
2025-03-13,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.097340425531916,94,96,97.91666666666666
2025-03-14,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.111473684210525,95,96,98.95833333333334
2025-03-15,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.083695652173914,92,96,95.83333333333334
2025-03-16,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,62,96,64.58333333333334
2025-03-17,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",14.603522727272729,88,96,91.66666666666666
2025-03-18,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",15.842916666666667,96,96,100.0
2025-03-19,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.954719101123596,89,96,92.70833333333334
2025-03-20,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.726736842105263,95,96,98.95833333333334
2025-03-21,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.824431818181818,88,96,91.66666666666666
2025-03-22,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.911264367816091,87,96,90.625
2025-03-23,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.244130434782608,92,96,95.83333333333334
2025-03-24,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.839080459770115,87,96,90.625
2025-03-25,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.744533333333333,75,96,78.125
2025-03-26,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.964533333333334,75,96,78.125
2025-03-27,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,57,96,59.375
2025-03-28,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.731411764705882,85,96,88.54166666666666
2025-03-29,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.207865168539326,89,96,92.70833333333334
2025-03-30,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.309791666666667,96,96,100.0
2025-03-31,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,59,96,61.458333333333336
2025-04-01,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,57,96,59.375
2025-04-02,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.720652173913043,92,96,95.83333333333334
2025-04-03,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.206382978723406,94,96,97.91666666666666
2025-04-04,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.860315789473685,95,96,98.95833333333334
2025-04-05,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,69,96,71.875
2025-04-06,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",14.790113636363635,88,96,91.66666666666666
2025-04-07,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",14.792197802197801,91,96,94.79166666666666
2025-04-08,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,55,96,57.291666666666664
2025-04-09,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.823766233766234,77,96,80.20833333333334
2025-04-10,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.77872340425532,94,96,97.91666666666666
2025-04-11,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.371264367816092,87,96,90.625
2025-04-12,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,61,96,63.541666666666664
2025-04-13,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.832631578947368,95,96,98.95833333333334
2025-04-14,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.502916666666666,96,96,100.0
2025-04-15,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.181382978723404,94,96,97.91666666666666
2025-04-16,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.179200000000002,75,96,78.125
2025-04-17,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.068315789473685,95,96,98.95833333333334
2025-04-18,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.2365625,96,96,100.0
2025-04-19,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.70957894736842,95,96,98.95833333333334
2025-04-20,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.887956989247312,93,96,96.875
2025-04-21,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.038555555555556,90,96,93.75
2025-04-22,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.412298850574713,87,96,90.625
2025-04-23,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.075000000000001,96,96,100.0
2025-04-24,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.352444444444444,90,96,93.75
2025-04-25,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.371157894736841,95,96,98.95833333333334
2025-04-26,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.84755319148936,94,96,97.91666666666666
2025-04-27,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,70,96,72.91666666666666
2025-04-28,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.531621621621622,74,96,77.08333333333334
2025-04-29,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.463541666666666,96,96,100.0
2025-04-30,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.402526315789475,95,96,98.95833333333334
2025-05-01,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.473870967741934,93,96,96.875
2025-05-02,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,71,96,73.95833333333334
2025-05-03,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,68,96,70.83333333333334
2025-05-04,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.496382978723403,94,96,97.91666666666666
2025-05-05,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.709882352941177,85,96,88.54166666666666
2025-05-06,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,45,96,46.875
2025-05-07,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.26956043956044,91,96,94.79166666666666
2025-05-08,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,54,96,56.25
2025-05-09,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.512526315789474,95,96,98.95833333333334
2025-05-10,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,41,96,42.70833333333333
2025-05-11,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,70,96,72.91666666666666
2025-05-12,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,71,96,73.95833333333334
2025-05-13,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,33,96,34.375
2025-05-14,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.203894736842106,95,96,98.95833333333334
2025-05-15,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.885376344086022,93,96,96.875
2025-05-16,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,65,96,67.70833333333334
2025-05-17,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,58,96,60.416666666666664
2025-05-18,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,41,96,42.70833333333333
2025-05-19,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,47,96,48.95833333333333
2025-05-20,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.827444444444446,90,96,93.75
2025-05-21,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.239425287356323,87,96,90.625
2025-05-22,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,60,96,62.5
2025-05-23,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.268645833333332,96,96,100.0
2025-05-24,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.299894736842106,95,96,98.95833333333334
2025-05-25,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,53,96,55.208333333333336
2025-05-26,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.375957446808512,94,96,97.91666666666666
2025-05-27,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.705212765957446,94,96,97.91666666666666
2025-05-28,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.421882352941177,85,96,88.54166666666666
2025-05-29,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,41,96,42.70833333333333
2025-05-30,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.114642857142858,84,96,87.5
2025-05-31,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,58,96,60.416666666666664
2025-06-01,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,57,96,59.375
2025-06-02,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.539518072289157,83,96,86.45833333333334
2025-06-03,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.37621052631579,95,96,98.95833333333334
2025-06-04,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.647710843373494,83,96,86.45833333333334
2025-06-05,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.723846153846154,91,96,94.79166666666666
2025-06-06,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.222736842105265,95,96,98.95833333333334
2025-06-07,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.373854166666666,96,96,100.0
2025-06-08,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.447127659574468,94,96,97.91666666666666
2025-06-09,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.342528735632184,87,96,90.625
2025-06-10,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.033908045977013,87,96,90.625
2025-06-11,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.664895833333333,96,96,100.0
2025-06-12,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.049583333333334,72,96,75.0
2025-06-13,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,52,96,54.166666666666664
2025-06-14,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.181170212765958,94,96,97.91666666666666
2025-06-15,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.387659574468085,94,96,97.91666666666666
2025-06-16,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.331304347826087,92,96,95.83333333333334
2025-06-17,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.343999999999999,95,96,98.95833333333334
2025-06-18,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,67,96,69.79166666666666
2025-06-19,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.066410256410256,78,96,81.25
2025-06-20,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.430625000000001,96,96,100.0
2025-06-21,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.841379310344829,87,96,90.625
2025-06-22,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,65,96,67.70833333333334
2025-06-23,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.203866666666666,75,96,78.125
2025-06-24,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,69,96,71.875
2025-06-25,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.717578947368422,95,96,98.95833333333334
2025-06-26,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,54,96,56.25
2025-06-27,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.5044578313253,83,96,86.45833333333334
2025-06-28,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,58,96,60.416666666666664
2025-06-29,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.059895833333334,96,96,100.0
2025-06-30,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.690128205128206,78,96,81.25
2025-07-01,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,43,96,44.79166666666667
2025-07-02,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,60,96,62.5
2025-07-03,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.052526315789473,95,96,98.95833333333334
2025-07-04,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.387,90,96,93.75
2025-07-05,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.519255319148936,94,96,97.91666666666666
2025-07-06,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.510842105263158,95,96,98.95833333333334
2025-07-07,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.667604166666667,96,96,100.0
2025-07-08,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.456153846153846,78,96,81.25
2025-07-09,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.99821052631579,95,96,98.95833333333334
2025-07-10,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.040851063829786,94,96,97.91666666666666
2025-07-11,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.78873417721519,79,96,82.29166666666666
2025-07-12,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.552315789473685,95,96,98.95833333333334
2025-07-13,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.251145833333332,96,96,100.0
2025-07-14,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.270689655172413,87,96,90.625
2025-07-15,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.966631578947368,95,96,98.95833333333334
2025-07-16,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,58,96,60.416666666666664
2025-07-17,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.690898876404495,89,96,92.70833333333334
2025-07-18,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.721666666666668,72,96,75.0
2025-07-19,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,62,96,64.58333333333334
2025-07-20,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.642421052631578,95,96,98.95833333333334
2025-07-21,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.097872340425532,94,96,97.91666666666666
2025-07-22,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.97242105263158,95,96,98.95833333333334
2025-07-23,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,67,96,69.79166666666666
2025-07-24,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,61,96,63.541666666666664
2025-07-25,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.487466666666666,75,96,78.125
2025-07-26,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,58,96,60.416666666666664
2025-07-27,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,14,96,14.583333333333334
2025-07-28,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,58,96,60.416666666666664
2025-07-29,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.186333333333334,90,96,93.75
2025-07-30,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.167083333333332,96,96,100.0
2025-07-31,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.683333333333334,72,96,75.0
2025-08-01,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,59,96,61.458333333333336
2025-08-02,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.475106382978723,94,96,97.91666666666666
2025-08-03,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",6.737631578947368,76,96,79.16666666666666
2025-08-04,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",7.784315789473684,95,96,98.95833333333334
2025-08-05,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.420625,96,96,100.0
2025-08-06,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,59,96,61.458333333333336
2025-08-07,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,66,96,68.75
2025-08-08,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,57,96,59.375
2025-08-09,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.368842105263157,95,96,98.95833333333334
2025-08-10,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",8.738541666666666,96,96,100.0
2025-08-11,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",9.217916666666666,96,96,100.0
2025-08-12,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.797916666666666,96,96,100.0
2025-08-13,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,69,96,71.875
2025-08-14,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.854791666666666,96,96,100.0
2025-08-15,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,59,96,61.458333333333336
2025-08-16,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,57,96,59.375
2025-08-17,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,23,96,23.958333333333336
2025-08-18,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,52,96,54.166666666666664
2025-08-19,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,56,96,58.333333333333336
2025-08-20,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,69,96,71.875
2025-08-21,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,49,96,51.041666666666664
2025-08-22,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",12.032736842105262,95,96,98.95833333333334
2025-08-23,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.716489361702127,94,96,97.91666666666666
2025-08-24,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.2290625,96,96,100.0
2025-08-25,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.007473684210527,95,96,98.95833333333334
2025-08-26,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.78392405063291,79,96,82.29166666666666
2025-08-27,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",,26,96,27.083333333333332
2025-08-28,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",13.490000000000002,88,96,91.66666666666666
2025-08-29,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",11.953229166666667,96,96,100.0
2025-08-30,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.752395833333333,96,96,100.0
2025-08-31,site_5599,"Kompally Municipal Office, Hyderabad - TSPCB",10.293452380952381,84,96,87.5
2025-01-01,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",9.573437499999999,96,96,100.0
2025-01-02,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",8.900215053763441,93,96,96.875
2025-01-03,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",8.001770833333333,96,96,100.0
2025-01-04,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",7.03816091954023,87,96,90.625
2025-01-05,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",7.486666666666667,96,96,100.0
2025-01-06,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",9.028279569892472,93,96,96.875
2025-01-07,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",8.235052631578947,95,96,98.95833333333334
2025-01-08,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",8.069374999999999,96,96,100.0
2025-01-09,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",9.180106382978725,94,96,97.91666666666666
2025-01-10,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",9.570104166666667,96,96,100.0
2025-01-11,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",10.853010752688173,93,96,96.875
2025-01-12,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",12.426562500000001,96,96,100.0
2025-01-13,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",9.366842105263158,95,96,98.95833333333334
2025-01-14,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",6.382150537634408,93,96,96.875
2025-01-15,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",7.345578947368422,95,96,98.95833333333334
2025-01-16,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",9.403020833333334,96,96,100.0
2025-01-17,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",9.902127659574468,94,96,97.91666666666666
2025-01-18,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",10.236027397260274,73,96,76.04166666666666
2025-01-19,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",7.059871794871794,78,96,81.25
2025-01-20,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",5.981354166666667,96,96,100.0
2025-01-21,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",6.43,96,96,100.0
2025-01-22,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",,51,96,53.125
2025-01-23,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",8.305520833333334,96,96,100.0
2025-01-24,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",7.9339130434782605,92,96,95.83333333333334
2025-01-25,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",10.438645833333334,96,96,100.0
2025-01-26,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",12.183541666666665,96,96,100.0
2025-01-27,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",9.690104166666666,96,96,100.0
2025-01-28,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",8.039052631578947,95,96,98.95833333333334
2025-01-29,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",8.394895833333333,96,96,100.0
2025-01-30,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",10.69778947368421,95,96,98.95833333333334
2025-01-31,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",10.96,95,96,98.95833333333334
2025-02-01,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",13.063510638297872,94,96,97.91666666666666
2025-02-02,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",11.4446875,96,96,100.0
2025-02-03,site_5600,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",,46,96,47.91666666666667
