system:index,elevation_m,grid_id,latitude,longitude,.geo
000000000000000000b7,534.3575767525857,HYD_0184,17.538001192026638,78.2768680609508,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b8,534.2823622480107,HYD_0185,17.538130504669976,78.2862789650833,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000b9,541.4590044193675,HYD_0186,17.53825981419916,78.29568989558886,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ba,548.4804355257073,HYD_0187,17.538387997710743,78.30510268065385,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bb,555.3629255076586,HYD_0188,17.538515113546882,78.3145143880432,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bc,565.0655248318913,HYD_0189,17.538643325273124,78.32392494013307,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bd,576.6297299199377,HYD_0190,17.53877074173941,78.33333696730057,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000be,580.3362327775693,HYD_0191,17.53889522504115,78.34274903706097,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000bf,586.5712868632705,HYD_0192,17.539021962628652,78.35216110488933,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c0,587.7991279839405,HYD_0193,17.539149756944205,78.36157200967443,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c1,593.4611211997345,HYD_0194,17.53927424920601,78.3709840714251,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c2,612.9640200506627,HYD_0195,17.53939911237893,78.38039722372181,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c3,610.7985170889912,HYD_0196,17.539521763555612,78.38981039294062,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c4,606.8548356278724,HYD_0197,17.539644383250582,78.3992213347634,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c5,599.0431864633942,HYD_0198,17.539769213705075,78.40863226941781,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c6,602.0059840915641,HYD_0199,17.539891859088705,78.41804542975784,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c7,586.9756990746017,HYD_0200,17.54001447303215,78.42745860150029,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c8,593.0705525994827,HYD_0201,17.540137102745128,78.43687176390289,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000c9,589.1849440167832,HYD_0202,17.54025785298955,78.44628378263488,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ca,580.6022113886515,HYD_0203,17.54037790025738,78.45569583859881,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cb,581.8159573113949,HYD_0204,17.540499397310953,78.46510940540371,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cc,572.1272693776376,HYD_0205,17.540619791184344,78.47452179332612,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000cd,581.9391847744141,HYD_0206,17.540739091181774,78.48393532350714,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000ce,592.7598150567895,HYD_0207,17.54085946867407,78.49334849355083,"{""type"":""MultiPoint"",""coordinates"":[]}"
