system:index,bare_fraction,builtup_fraction,cropland_fraction,grid_id,latitude,longitude,vegetation_fraction,water_fraction,.geo
0000000000000000017e,0.025921079871852347,0.8367755762846414,0.020549572319868693,HYD_0383,17.5048570298685,78.50325550296536,0.09092764066230472,0.02582613086133274,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000017f,0.015121975195373295,0.6714831689273418,0.056874593205015735,HYD_0384,17.504974497916518,78.51266643020723,0.2565202626722688,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000180,0.016913867919540252,0.12775378621168823,0.02639568732671895,HYD_0385,17.50509337899008,78.522077362008,0.8289366585420522,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000181,0.018695579339227535,0.49616454164727725,0.020008562121917157,HYD_0386,17.50521119484423,78.5314894321048,0.4651313168915773,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000182,0.006073338042270968,0.8609406282894451,0.020005413913011742,HYD_0387,17.50532676224364,78.5409014798119,0.11298061975527175,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000183,0.02547388622262404,0.6531883037503914,0.03589534307437446,HYD_0388,17.505443388664048,78.55031239117871,0.28544246695261016,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000184,0.03805440555603329,0.4566740859783942,0.09031718395239727,HYD_0389,17.50555896623543,78.55972445102002,0.41495432451317504,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000185,0.010363782155085955,0.6015594811854911,0.10531970257732069,HYD_0390,17.5056749353754,78.56913761754225,0.2827570340821015,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000186,0.006137539888981253,0.8380593023636926,0.010025505111450778,HYD_0391,17.50579088461733,78.57854854949161,0.14577765263587572,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000187,0.03489518492672715,0.7200669923237966,0.06591188648522914,HYD_0392,17.50590570593532,78.58795983991625,0.13466573621772507,0.04446020004652246,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000188,0.026413965176380925,0.5709349617702404,0.04505060083843462,HYD_0393,17.506019373269574,78.59737222763682,0.3119514148583951,0.045649057356549096,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000189,0.007662721144553823,0.16552430672922713,0.10354129098833616,HYD_0394,17.506133446599435,78.60678503673687,0.7232716811378826,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
